"","x"
"22869",1
"22870",0
"22871",1
"22872",1
"22873",0
"22874",1
"22875",0
"22876",1
"22877",1
"22878",0
"22879",0
"22880",0
"22881",1
"22882",1
"22883",0
"22884",1
"22885",0
"22886",0
"22887",1
"22888",1
"22889",1
"22890",0
"22891",0
"22892",1
"22893",0
"22894",0
"22895",1
"22896",1
"22897",0
"22898",1
"22899",1
"22900",0
"22901",0
"22902",1
"22903",1
"22904",0
"22905",0
"22906",0
"22907",1
"22908",1
"22909",1
"22910",0
"22911",0
"22912",1
"22913",0
"22914",1
"22915",0
"22916",0
"22917",1
"22918",0
"22919",0
"22920",0
"22921",1
"22922",1
"22923",1
"22924",1
"22925",0
"22926",0
"22927",0
"22928",0
"22929",0
"22930",1
"22931",0
"22932",1
"22933",0
"22934",1
"22935",0
"22936",0
"22937",0
"22938",1
"22939",0
"22940",0
"22941",0
"22942",0
"22943",0
"22944",0
"22945",1
"22946",1
"22947",0
"22948",0
"22949",1
"22950",1
"22951",0
"22952",0
"22953",1
"22954",1
"22955",0
"22956",1
"22957",0
"22958",0
"22959",0
"22960",1
"22961",0
"22962",1
"22963",0
"22964",0
"22965",0
"22966",1
"22967",0
"22968",0
"22969",0
"22970",0
"22971",1
"22972",0
"22973",1
"22974",0
"22975",1
"22976",1
"22977",0
"22978",0
"22979",1
"22980",0
"22981",1
"22982",0
"22983",1
"22984",0
"22985",0
"22986",0
"22987",0
"22988",1
"22989",0
"22990",1
"22991",0
"22992",0
"22993",0
"22994",1
"22995",0
"22996",1
"22997",1
"22998",1
"22999",0
"23000",0
"23001",1
"23002",0
"23003",1
"23004",0
"23005",0
"23006",0
"23007",0
"23008",0
"23009",0
"23010",1
"23011",1
"23012",0
"23013",1
"23014",0
"23015",1
"23016",1
"23017",1
"23018",1
"23019",0
"23020",0
"23021",1
"23022",0
"23023",1
"23024",1
"23025",0
"23026",0
"23027",0
"23028",0
"23029",1
"23030",0
"23031",0
"23032",0
"23033",1
"23034",1
"23035",1
"23036",1
"23037",0
"23038",1
"23039",1
"23040",1
"23041",0
"23042",0
"23043",0
"23044",0
"23045",0
"23046",0
"23047",1
"23048",1
"23049",0
"23050",1
"23051",1
"23052",0
"23053",0
"23054",0
"23055",0
"23056",0
"23057",0
"23058",1
"23059",0
"23060",1
"23061",1
"23062",1
"23063",1
"23064",0
"23065",0
"23066",1
"23067",0
"23068",1
"23069",1
"23070",0
"23071",0
"23072",0
"23073",0
"23074",1
"23075",0
"23076",1
"23077",1
"23078",1
"23079",1
"23080",0
"23081",0
"23082",0
"23083",1
"23084",0
"23085",1
"23086",0
"23087",0
"23088",0
"23089",1
"23090",1
"23091",0
"23092",1
"23093",0
"23094",0
"23095",1
"23096",1
"23097",1
"23098",1
"23099",1
"23100",1
"23101",1
"23102",1
"23103",1
"23104",1
"23105",0
"23106",1
"23107",1
"23108",0
"23109",0
"23110",1
"23111",0
"23112",0
"23113",0
"23114",1
"23115",0
"23116",0
"23117",0
"23118",1
"23119",0
"23120",1
"23121",0
"23122",1
"23123",0
"23124",1
"23125",1
"23126",0
"23127",0
"23128",0
"23129",0
"23130",0
"23131",1
"23132",0
"23133",0
"23134",1
"23135",0
"23136",1
"23137",0
"23138",0
"23139",0
"23140",1
"23141",0
"23142",1
"23143",1
"23144",1
"23145",0
"23146",0
"23147",0
"23148",0
"23149",1
"23150",0
"23151",1
"23152",0
"23153",0
"23154",0
"23155",1
"23156",1
"23157",0
"23158",0
"23159",1
"23160",1
"23161",1
"23162",1
"23163",1
"23164",1
"23165",1
"23166",1
"23167",0
"23168",0
"23169",0
"23170",0
"23171",1
"23172",0
"23173",1
"23174",0
"23175",1
"23176",0
"23177",0
"23178",0
"23179",0
"23180",1
"23181",0
"23182",0
"23183",1
"23184",1
"23185",1
"23186",1
"23187",1
"23188",0
"23189",1
"23190",1
"23191",1
"23192",0
"23193",1
"23194",1
"23195",0
"23196",1
"23197",1
"23198",0
"23199",0
"23200",1
"23201",1
"23202",1
"23203",0
"23204",1
"23205",0
"23206",0
"23207",0
"23208",1
"23209",0
"23210",1
"23211",1
"23212",0
"23213",1
"23214",0
"23215",0
"23216",1
"23217",0
"23218",1
"23219",1
"23220",1
"23221",1
"23222",1
"23223",0
"23224",1
"23225",1
"23226",0
"23227",0
"23228",0
"23229",1
"23230",1
"23231",0
"23232",1
"23233",1
"23234",0
"23235",0
"23236",0
"23237",0
"23238",1
"23239",1
"23240",1
"23241",1
"23242",1
"23243",1
"23244",1
"23245",1
"23246",0
"23247",0
"23248",0
"23249",1
"23250",0
"23251",1
"23252",1
"23253",1
"23254",1
"23255",0
"23256",0
"23257",0
"23258",0
"23259",1
"23260",1
"23261",1
"23262",0
"23263",1
"23264",1
"23265",1
"23266",0
"23267",1
"23268",0
"23269",0
"23270",1
"23271",0
"23272",0
"23273",0
"23274",1
"23275",1
"23276",1
"23277",1
"23278",0
"23279",1
"23280",0
"23281",1
"23282",0
"23283",0
"23284",1
"23285",1
"23286",1
"23287",1
"23288",1
"23289",0
"23290",1
"23291",1
"23292",0
"23293",1
"23294",0
"23295",1
"23296",0
"23297",1
"23298",0
"23299",1
"23300",1
"23301",0
"23302",0
"23303",1
"23304",1
"23305",1
"23306",0
"23307",0
"23308",0
"23309",0
"23310",0
"23311",1
"23312",1
"23313",0
"23314",1
"23315",1
"23316",1
"23317",0
"23318",0
"23319",0
"23320",1
"23321",1
"23322",1
"23323",0
"23324",0
"23325",1
"23326",0
"23327",0
"23328",1
"23329",0
"23330",0
"23331",0
"23332",0
"23333",1
"23334",0
"23335",0
"23336",0
"23337",0
"23338",1
"23339",1
"23340",0
"23341",1
"23342",1
"23343",1
"23344",1
"23345",1
"23346",1
"23347",0
"23348",1
"23349",0
"23350",1
"23351",0
"23352",0
"23353",1
"23354",0
"23355",0
"23356",1
"23357",1
"23358",0
"23359",1
"23360",0
"23361",1
"23362",1
"23363",0
"23364",0
"23365",1
"23366",1
"23367",1
"23368",0
"23369",1
"23370",1
"23371",1
"23372",1
"23373",1
"23374",1
"23375",1
"23376",1
"23377",0
"23378",1
"23379",0
"23380",1
"23381",1
"23382",1
"23383",1
"23384",1
"23385",0
"23386",1
"23387",1
"23388",1
"23389",0
"23390",0
"23391",0
"23392",0
"23393",0
"23394",1
"23395",0
"23396",0
"23397",1
"23398",1
"23399",0
"23400",0
"23401",1
"23402",0
"23403",0
"23404",0
"23405",1
"23406",0
"23407",0
"23408",1
"23409",0
"23410",0
"23411",0
"23412",0
"23413",0
"23414",0
"23415",1
"23416",0
"23417",1
"23418",1
"23419",0
"23420",0
"23421",0
"23422",0
"23423",0
"23424",1
"23425",0
"23426",0
"23427",0
"23428",1
"23429",0
"23430",1
"23431",0
"23432",1
"23433",1
"23434",1
"23435",1
"23436",1
"23437",1
"23438",0
"23439",0
"23440",1
"23441",0
"23442",1
"23443",0
"23444",1
"23445",1
"23446",0
"23447",0
"23448",0
"23449",0
"23450",0
"23451",0
"23452",1
"23453",0
"23454",0
"23455",1
"23456",0
"23457",1
"23458",1
"23459",1
"23460",0
"23461",0
"23462",1
"23463",0
"23464",0
"23465",1
"23466",0
"23467",1
"23468",0
"23469",1
"23470",1
"23471",1
"23472",0
"23473",0
"23474",0
"23475",0
"23476",1
"23477",1
"23478",0
"23479",0
"23480",1
"23481",1
"23482",1
"23483",1
"23484",1
"23485",1
"23486",0
"23487",0
"23488",1
"23489",0
"23490",0
"23491",1
"23492",0
"23493",1
"23494",1
"23495",0
"23496",1
"23497",1
"23498",1
"23499",0
"23500",1
"23501",0
"23502",1
"23503",1
"23504",1
"23505",1
"23506",0
"23507",0
"23508",0
"23509",1
"23510",1
"23511",0
"23512",0
"23513",1
"23514",0
"23515",0
"23516",0
"23517",0
"23518",0
"23519",1
"23520",1
"23521",0
"23522",1
"23523",1
"23524",1
"23525",1
"23526",0
"23527",1
"23528",0
"23529",0
"23530",0
"23531",1
"23532",1
"23533",0
"23534",1
"23535",1
"23536",1
"23537",0
"23538",0
"23539",0
"23540",1
"23541",0
"23542",0
"23543",1
"23544",0
"23545",0
"23546",0
"23547",0
"23548",0
"23549",1
"23550",0
"23551",0
"23552",0
"23553",1
"23554",0
"23555",1
"23556",0
"23557",1
"23558",0
"23559",0
"23560",0
"23561",1
"23562",0
"23563",0
"23564",0
"23565",0
"23566",1
"23567",1
"23568",0
"23569",0
"23570",0
"23571",1
"23572",0
"23573",0
"23574",1
"23575",0
"23576",0
"23577",1
"23578",0
"23579",1
"23580",0
"23581",1
"23582",1
"23583",0
"23584",0
"23585",1
"23586",0
"23587",1
"23588",0
"23589",0
"23590",1
"23591",0
"23592",0
"23593",0
"23594",0
"23595",1
"23596",1
"23597",0
"23598",1
"23599",1
"23600",0
"23601",1
"23602",1
"23603",1
"23604",0
"23605",0
"23606",1
"23607",1
"23608",0
"23609",1
"23610",1
"23611",0
"23612",0
"23613",0
"23614",0
"23615",0
"23616",0
"23617",1
"23618",1
"23619",0
"23620",1
"23621",0
"23622",0
"23623",1
"23624",1
"23625",1
"23626",1
"23627",1
"23628",0
"23629",1
"23630",0
"23631",1
"23632",1
"23633",1
"23634",1
"23635",0
"23636",0
"23637",0
"23638",1
"23639",1
"23640",0
"23641",0
"23642",1
"23643",0
"23644",0
"23645",1
"23646",0
"23647",0
"23648",1
"23649",1
"23650",0
"23651",0
"23652",0
"23653",1
"23654",0
"23655",0
"23656",0
"23657",0
"23658",0
"23659",0
"23660",1
"23661",0
"23662",0
"23663",1
"23664",1
"23665",1
"23666",1
"23667",0
"23668",0
"23669",1
"23670",0
"23671",0
"23672",1
"23673",0
"23674",1
"23675",1
"23676",0
"23677",1
"23678",1
"23679",0
"23680",0
"23681",0
"23682",1
"23683",0
"23684",0
"23685",1
"23686",1
"23687",0
"23688",1
"23689",1
"23690",1
"23691",0
"23692",0
"23693",1
"23694",1
"23695",1
"23696",0
"23697",0
"23698",0
"23699",1
"23700",1
"23701",0
"23702",0
"23703",0
"23704",1
"23705",0
"23706",1
"23707",1
"23708",1
"23709",1
"23710",1
"23711",1
"23712",1
"23713",0
"23714",0
"23715",0
"23716",0
"23717",0
"23718",0
"23719",1
"23720",1
"23721",1
"23722",1
"23723",1
"23724",0
"23725",0
"23726",0
"23727",0
"23728",1
"23729",0
"23730",1
"23731",1
"23732",0
"23733",1
"23734",1
"23735",0
"23736",0
"23737",1
"23738",1
"23739",1
"23740",1
"23741",1
"23742",0
"23743",0
"23744",0
"23745",0
"23746",0
"23747",0
"23748",1
"23749",0
"23750",0
"23751",0
"23752",1
"23753",1
"23754",0
"23755",1
"23756",0
"23757",1
"23758",1
"23759",1
"23760",0
"23761",1
"23762",0
"23763",0
"23764",1
"23765",1
"23766",1
"23767",1
"23768",0
"23769",0
"23770",1
"23771",0
"23772",0
"23773",0
"23774",0
"23775",1
"23776",1
"23777",1
"23778",0
"23779",1
"23780",1
"23781",0
"23782",1
"23783",0
"23784",1
"23785",1
"23786",0
"23787",0
"23788",0
"23789",0
"23790",1
"23791",1
"23792",0
"23793",1
"23794",0
"23795",1
"23796",0
"23797",1
"23798",0
"23799",1
"23800",0
"23801",1
"23802",0
"23803",0
"23804",0
"23805",0
"23806",0
"23807",0
"23808",0
"23809",0
"23810",0
"23811",0
"23812",0
"23813",1
"23814",1
"23815",1
"23816",0
"23817",0
"23818",1
"23819",1
"23820",1
"23821",1
"23822",0
"23823",1
"23824",1
"23825",0
"23826",0
"23827",0
"23828",0
"23829",1
"23830",1
"23831",0
"23832",1
"23833",1
"23834",0
"23835",0
"23836",1
"23837",0
"23838",1
"23839",1
"23840",1
"23841",0
"23842",1
"23843",1
"23844",0
"23845",0
"23846",0
"23847",1
"23848",0
"23849",1
"23850",0
"23851",0
"23852",1
"23853",1
"23854",0
"23855",1
"23856",1
"23857",1
"23858",0
"23859",0
"23860",1
"23861",1
"23862",1
"23863",0
"23864",1
"23865",1
"23866",0
"23867",0
"23868",1
"23869",1
"23870",0
"23871",0
"23872",1
"23873",0
"23874",1
"23875",1
"23876",1
"23877",1
"23878",1
"23879",1
"23880",0
"23881",1
"23882",0
"23883",0
"23884",1
"23885",0
"23886",1
"23887",0
"23888",0
"23889",1
"23890",1
"23891",0
"23892",1
"23893",1
"23894",0
"23895",1
"23896",1
"23897",0
"23898",1
"23899",1
"23900",1
"23901",1
"23902",0
"23903",0
"23904",0
"23905",1
"23906",0
"23907",0
"23908",1
"23909",1
"23910",1
"23911",1
"23912",1
"23913",0
"23914",1
"23915",0
"23916",1
"23917",1
"23918",1
"23919",0
"23920",1
"23921",0
"23922",0
"23923",0
"23924",1
"23925",0
"23926",0
"23927",0
"23928",0
"23929",1
"23930",1
"23931",0
"23932",0
"23933",0
"23934",0
"23935",0
"23936",0
"23937",0
"23938",0
"23939",1
"23940",1
"23941",1
"23942",1
"23943",0
"23944",0
"23945",0
"23946",1
"23947",1
"23948",0
"23949",1
"23950",0
"23951",0
"23952",0
"23953",0
"23954",0
"23955",1
"23956",0
"23957",1
"23958",0
"23959",1
"23960",1
"23961",1
"23962",1
"23963",1
"23964",1
"23965",0
"23966",0
"23967",0
"23968",1
"23969",1
"23970",0
"23971",1
"23972",0
"23973",1
"23974",1
"23975",1
"23976",0
"23977",1
"23978",0
"23979",0
"23980",0
"23981",0
"23982",1
"23983",1
"23984",0
"23985",0
"23986",0
"23987",1
"23988",1
"23989",1
"23990",1
"23991",0
"23992",0
"23993",0
"23994",1
"23995",1
"23996",0
"23997",0
"23998",0
"23999",0
"24000",1
"24001",1
"24002",1
"24003",1
"24004",1
"24005",0
"24006",1
"24007",1
"24008",1
"24009",0
"24010",0
"24011",1
"24012",1
"24013",1
"24014",1
"24015",0
"24016",1
"24017",0
"24018",1
"24019",1
"24020",0
"24021",1
"24022",0
"24023",0
"24024",0
"24025",1
"24026",0
"24027",1
"24028",0
"24029",0
"24030",0
"24031",1
"24032",0
"24033",1
"24034",1
"24035",1
"24036",1
"24037",0
"24038",1
"24039",0
"24040",0
"24041",1
"24042",0
"24043",0
"24044",0
"24045",1
"24046",0
"24047",0
"24048",0
"24049",0
"24050",1
"24051",0
"24052",0
"24053",1
"24054",0
"24055",1
"24056",1
"24057",0
"24058",0
"24059",0
"24060",1
"24061",0
"24062",0
"24063",0
"24064",1
"24065",1
"24066",1
"24067",1
"24068",0
"24069",0
"24070",0
"24071",1
"24072",1
"24073",0
"24074",1
"24075",1
"24076",1
"24077",0
"24078",1
"24079",1
"24080",1
"24081",0
"24082",1
"24083",1
"24084",1
"24085",1
"24086",1
"24087",1
"24088",1
"24089",0
"24090",1
"24091",1
"24092",1
"24093",1
"24094",0
"24095",0
"24096",1
"24097",1
"24098",0
"24099",0
"24100",0
"24101",1
"24102",1
"24103",1
"24104",0
"24105",1
"24106",1
"24107",0
"24108",1
"24109",1
"24110",0
"24111",0
"24112",0
"24113",0
"24114",0
"24115",1
"24116",1
"24117",0
"24118",1
"24119",0
"24120",1
"24121",1
"24122",1
"24123",0
"24124",1
"24125",1
"24126",1
"24127",0
"24128",0
"24129",0
"24130",1
"24131",1
"24132",0
"24133",1
"24134",0
"24135",1
"24136",0
"24137",1
"24138",0
"24139",0
"24140",1
"24141",1
"24142",0
"24143",0
"24144",0
"24145",1
"24146",1
"24147",0
"24148",0
"24149",0
"24150",1
"24151",0
"24152",1
"24153",0
"24154",1
"24155",1
"24156",0
"24157",0
"24158",0
"24159",1
"24160",0
"24161",1
"24162",0
"24163",1
"24164",1
"24165",1
"24166",0
"24167",1
"24168",0
"24169",0
"24170",1
"24171",0
"24172",1
"24173",1
"24174",1
"24175",0
"24176",0
"24177",1
"24178",0
"24179",0
"24180",1
"24181",0
"24182",1
"24183",0
"24184",0
"24185",0
"24186",1
"24187",1
"24188",1
"24189",0
"24190",0
"24191",1
"24192",0
"24193",0
"24194",1
"24195",1
"24196",0
"24197",0
"24198",0
"24199",0
"24200",1
"24201",1
"24202",0
"24203",1
"24204",1
"24205",1
"24206",0
"24207",1
"24208",1
"24209",1
"24210",1
"24211",0
"24212",1
"24213",1
"24214",1
"24215",1
"24216",1
"24217",1
"24218",0
"24219",1
"24220",1
"24221",0
"24222",1
"24223",0
"24224",1
"24225",0
"24226",0
"24227",0
"24228",0
"24229",1
"24230",0
"24231",1
"24232",0
"24233",1
"24234",1
"24235",0
"24236",0
"24237",0
"24238",1
"24239",0
"24240",0
"24241",1
"24242",1
"24243",0
"24244",0
"24245",1
"24246",1
"24247",1
"24248",1
"24249",1
"24250",1
"24251",1
"24252",0
"24253",0
"24254",1
"24255",1
"24256",0
"24257",1
"24258",1
"24259",0
"24260",1
"24261",1
"24262",0
"24263",0
"24264",0
"24265",0
"24266",0
"24267",0
"24268",1
"24269",0
"24270",1
"24271",0
"24272",1
"24273",1
"24274",1
"24275",1
"24276",1
"24277",1
"24278",0
"24279",0
"24280",1
"24281",0
"24282",0
"24283",1
"24284",1
"24285",1
"24286",1
"24287",1
"24288",1
"24289",1
"24290",0
"24291",1
"24292",1
"24293",1
"24294",1
"24295",1
"24296",0
"24297",0
"24298",0
"24299",0
"24300",1
"24301",0
"24302",1
"24303",0
"24304",0
"24305",1
"24306",1
"24307",0
"24308",1
"24309",1
"24310",1
"24311",1
"24312",0
"24313",1
"24314",1
"24315",1
"24316",1
"24317",0
"24318",0
"24319",1
"24320",1
"24321",1
"24322",0
"24323",1
"24324",1
"24325",1
"24326",1
"24327",1
"24328",0
"24329",0
"24330",1
"24331",1
"24332",0
"24333",0
"24334",0
"24335",1
"24336",1
"24337",1
"24338",1
"24339",1
"24340",1
"24341",0
"24342",1
"24343",0
"24344",1
"24345",1
"24346",0
"24347",1
"24348",0
"24349",1
"24350",1
"24351",1
"24352",0
"24353",1
"24354",1
"24355",1
"24356",0
"24357",1
"24358",0
"24359",1
"24360",1
"24361",1
"24362",1
"24363",1
"24364",0
"24365",1
"24366",0
"24367",1
"24368",1
"24369",1
"24370",1
"24371",0
"24372",0
"24373",0
"24374",0
"24375",0
"24376",1
"24377",0
"24378",0
"24379",1
"24380",0
"24381",0
"24382",1
"24383",1
"24384",1
"24385",1
"24386",0
"24387",0
"24388",1
"24389",0
"24390",1
"24391",1
"24392",0
"24393",1
"24394",1
"24395",1
"24396",0
"24397",1
"24398",0
"24399",0
"24400",1
"24401",1
"24402",1
"24403",1
"24404",1
"24405",1
"24406",1
"24407",0
"24408",0
"24409",0
"24410",0
"24411",0
"24412",0
"24413",0
"24414",1
"24415",1
"24416",0
"24417",1
"24418",0
"24419",0
"24420",1
"24421",0
"24422",0
"24423",0
"24424",1
"24425",0
"24426",0
"24427",1
"24428",1
"24429",1
"24430",0
"24431",1
"24432",1
"24433",0
"24434",1
"24435",1
"24436",0
"24437",0
"24438",0
"24439",1
"24440",0
"24441",0
"24442",1
"24443",0
"24444",1
"24445",0
"24446",1
"24447",1
"24448",1
"24449",0
"24450",1
"24451",1
"24452",1
"24453",0
"24454",1
"24455",1
"24456",0
"24457",1
"24458",0
"24459",1
"24460",0
"24461",1
"24462",1
"24463",0
"24464",1
"24465",0
"24466",0
"24467",0
"24468",0
"24469",1
"24470",0
"24471",1
"24472",0
"24473",1
"24474",0
"24475",1
"24476",0
"24477",0
"24478",1
"24479",1
"24480",1
"24481",1
"24482",0
"24483",1
"24484",0
"24485",1
"24486",1
"24487",0
"24488",1
"24489",0
"24490",1
"24491",1
"24492",0
"24493",0
"24494",1
"24495",1
"24496",1
"24497",0
"24498",0
"24499",0
"24500",1
"24501",1
"24502",1
"24503",1
"24504",0
"24505",0
"24506",0
"24507",1
"24508",0
"24509",0
"24510",1
"24511",0
"24512",0
"24513",0
"24514",1
"24515",1
"24516",0
"24517",0
"24518",0
"24519",1
"24520",1
"24521",1
"24522",1
"24523",0
"24524",1
"24525",0
"24526",1
"24527",0
"24528",1
"24529",1
"24530",1
"24531",0
"24532",1
"24533",0
"24534",0
"24535",1
"24536",1
"24537",0
"24538",1
"24539",0
"24540",0
"24541",0
"24542",0
"24543",1
"24544",1
"24545",0
"24546",1
"24547",0
"24548",0
"24549",0
"24550",0
"24551",1
"24552",0
"24553",1
"24554",0
"24555",0
"24556",1
"24557",0
"24558",1
"24559",0
"24560",0
"24561",1
"24562",1
"24563",0
"24564",1
"24565",0
"24566",1
"24567",0
"24568",0
"24569",1
"24570",1
"24571",1
"24572",1
"24573",1
"24574",0
"24575",0
"24576",0
"24577",1
"24578",0
"24579",0
"24580",1
"24581",1
"24582",1
"24583",0
"24584",0
"24585",0
"24586",0
"24587",0
"24588",0
"24589",0
"24590",1
"24591",1
"24592",0
"24593",1
"24594",1
"24595",0
"24596",0
"24597",1
"24598",1
"24599",1
"24600",1
"24601",0
"24602",1
"24603",0
"24604",1
"24605",1
"24606",0
"24607",1
"24608",1
"24609",0
"24610",0
"24611",1
"24612",0
"24613",0
"24614",1
"24615",0
"24616",0
"24617",1
"24618",0
"24619",1
"24620",1
"24621",0
"24622",0
"24623",1
"24624",1
"24625",1
"24626",0
"24627",0
"24628",0
"24629",1
"24630",1
"24631",0
"24632",0
"24633",1
"24634",1
"24635",1
"24636",1
"24637",1
"24638",0
"24639",1
"24640",0
"24641",0
"24642",1
"24643",1
"24644",0
"24645",0
"24646",0
"24647",1
"24648",0
"24649",1
"24650",1
"24651",0
"24652",0
"24653",1
"24654",0
"24655",0
"24656",1
"24657",1
"24658",0
"24659",0
"24660",0
"24661",0
"24662",0
"24663",1
"24664",0
"24665",1
"24666",0
"24667",0
"24668",1
"24669",0
"24670",1
"24671",1
"24672",1
"24673",1
"24674",1
"24675",1
"24676",1
"24677",0
"24678",1
"24679",0
"24680",0
"24681",1
"24682",0
"24683",0
"24684",0
"24685",1
"24686",1
"24687",0
"24688",1
"24689",1
"24690",1
"24691",1
"24692",1
"24693",1
"24694",1
"24695",1
"24696",0
"24697",0
"24698",0
"24699",0
"24700",0
"24701",1
"24702",1
"24703",1
"24704",0
"24705",0
"24706",0
"24707",0
"24708",1
"24709",0
"24710",1
"24711",1
"24712",1
"24713",0
"24714",0
"24715",0
"24716",0
"24717",1
"24718",0
"24719",0
"24720",1
"24721",1
"24722",0
"24723",1
"24724",0
"24725",0
"24726",1
"24727",1
"24728",1
"24729",1
"24730",0
"24731",0
"24732",0
"24733",1
"24734",0
"24735",0
"24736",1
"24737",1
"24738",0
"24739",0
"24740",1
"24741",1
"24742",1
"24743",1
"24744",1
"24745",1
"24746",1
"24747",0
"24748",1
"24749",0
"24750",1
"24751",0
"24752",0
"24753",1
"24754",0
"24755",0
"24756",0
"24757",1
"24758",1
"24759",1
"24760",1
"24761",0
"24762",1
"24763",1
"24764",0
"24765",0
"24766",0
"24767",1
"24768",1
"24769",0
"24770",1
"24771",1
"24772",1
"24773",0
"24774",0
"24775",1
"24776",0
"24777",1
"24778",0
"24779",1
"24780",1
"24781",0
"24782",0
"24783",0
"24784",0
"24785",1
"24786",0
"24787",0
"24788",0
"24789",1
"24790",0
"24791",0
"24792",0
"24793",1
"24794",0
"24795",1
"24796",0
"24797",1
"24798",1
"24799",0
"24800",0
"24801",1
"24802",0
"24803",1
"24804",0
"24805",0
"24806",1
"24807",1
"24808",0
"24809",0
"24810",1
"24811",0
"24812",1
"24813",0
"24814",0
"24815",1
"24816",0
"24817",0
"24818",1
"24819",1
"24820",1
"24821",0
"24822",1
"24823",0
"24824",0
"24825",0
"24826",0
"24827",1
"24828",0
"24829",1
"24830",0
"24831",0
"24832",1
"24833",1
"24834",1
"24835",1
"24836",1
"24837",1
"24838",0
"24839",1
"24840",1
"24841",0
"24842",0
"24843",0
"24844",0
"24845",0
"24846",1
"24847",0
"24848",0
"24849",1
"24850",0
"24851",0
"24852",0
"24853",0
"24854",1
"24855",0
"24856",0
"24857",0
"24858",1
"24859",0
"24860",1
"24861",0
"24862",0
"24863",0
"24864",0
"24865",1
"24866",0
"24867",0
"24868",0
"24869",0
"24870",0
"24871",0
"24872",1
"24873",1
"24874",0
"24875",1
"24876",0
"24877",0
"24878",1
"24879",1
"24880",1
"24881",1
"24882",0
"24883",0
"24884",1
"24885",1
"24886",0
"24887",0
"24888",1
"24889",0
"24890",1
"24891",0
"24892",0
"24893",1
"24894",1
"24895",0
"24896",0
"24897",1
"24898",1
"24899",0
"24900",0
"24901",1
"24902",0
"24903",0
"24904",0
"24905",1
"24906",1
"24907",1
"24908",1
"24909",0
"24910",0
"24911",1
"24912",1
"24913",0
"24914",1
"24915",1
"24916",1
"24917",0
"24918",0
"24919",1
"24920",0
"24921",1
"24922",1
"24923",1
"24924",0
"24925",1
"24926",1
"24927",0
"24928",1
"24929",0
"24930",0
"24931",1
"24932",0
"24933",1
"24934",0
"24935",1
"24936",1
"24937",1
"24938",1
"24939",0
"24940",1
"24941",1
"24942",1
"24943",1
"24944",1
"24945",0
"24946",0
"24947",1
"24948",1
"24949",1
"24950",1
"24951",0
"24952",1
"24953",0
"24954",1
"24955",0
"24956",1
"24957",0
"24958",1
"24959",0
"24960",1
"24961",1
"24962",0
"24963",1
"24964",0
"24965",0
"24966",1
"24967",0
"24968",1
"24969",1
"24970",1
"24971",0
"24972",0
"24973",0
"24974",0
"24975",0
"24976",1
"24977",1
"24978",1
"24979",0
"24980",0
"24981",0
"24982",0
"24983",0
"24984",0
"24985",0
"24986",0
"24987",1
"24988",0
"24989",0
"24990",0
"24991",1
"24992",1
"24993",0
"24994",1
"24995",0
"24996",1
"24997",1
"24998",1
"24999",0
"25000",0
"25001",0
"25002",0
"25003",0
"25004",1
"25005",1
"25006",1
"25007",0
"25008",1
"25009",0
"25010",0
"25011",1
"25012",1
"25013",1
"25014",0
"25015",1
"25016",1
"25017",1
"25018",0
"25019",1
"25020",1
"25021",1
"25022",0
"25023",1
"25024",0
"25025",1
"25026",1
"25027",0
"25028",1
"25029",0
"25030",1
"25031",1
"25032",1
"25033",1
"25034",1
"25035",1
"25036",0
"25037",1
"25038",1
"25039",1
"25040",0
"25041",1
"25042",0
"25043",1
"25044",1
"25045",1
"25046",0
"25047",1
"25048",1
"25049",0
"25050",1
"25051",1
"25052",1
"25053",0
"25054",0
"25055",1
"25056",0
"25057",1
"25058",1
"25059",1
"25060",1
"25061",0
"25062",0
"25063",1
"25064",1
"25065",0
"25066",1
"25067",1
"25068",0
"25069",0
"25070",0
"25071",0
"25072",1
"25073",1
"25074",0
"25075",1
"25076",0
"25077",0
"25078",0
"25079",0
"25080",1
"25081",0
"25082",1
"25083",1
"25084",0
"25085",0
"25086",0
"25087",1
"25088",0
"25089",1
"25090",0
"25091",1
"25092",0
"25093",1
"25094",1
"25095",1
"25096",1
"25097",1
"25098",1
"25099",1
"25100",1
"25101",1
"25102",0
"25103",0
"25104",1
"25105",0
"25106",1
"25107",1
"25108",0
"25109",0
"25110",0
"25111",0
"25112",1
"25113",1
"25114",1
"25115",0
"25116",0
"25117",0
"25118",0
"25119",1
"25120",1
"25121",0
"25122",1
"25123",1
"25124",0
"25125",0
"25126",0
"25127",1
"25128",0
"25129",1
"25130",0
"25131",0
"25132",1
"25133",1
"25134",1
"25135",0
"25136",0
"25137",0
"25138",0
"25139",1
"25140",0
"25141",0
"25142",1
"25143",1
"25144",1
"25145",0
"25146",0
"25147",0
"25148",0
"25149",0
"25150",0
"25151",1
"25152",1
"25153",1
"25154",1
"25155",1
"25156",0
"25157",1
"25158",0
"25159",0
"25160",1
"25161",0
"25162",1
"25163",1
"25164",0
"25165",1
"25166",1
"25167",0
"25168",0
"25169",0
"25170",1
"25171",0
"25172",0
"25173",1
"25174",1
"25175",1
"25176",0
"25177",0
"25178",1
"25179",1
"25180",1
"25181",1
"25182",0
"25183",1
"25184",0
"25185",1
"25186",0
"25187",1
"25188",1
"25189",0
"25190",1
"25191",1
"25192",1
"25193",0
"25194",0
"25195",0
"25196",1
"25197",1
"25198",1
"25199",0
"25200",0
